Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day,ma_last_7d,ma_last_30d,ma_last_quarter,AQI_lag_1days,AQI_lag_7days,AQI_lag_30days,AQI_lag_365days
2020-01-14,85,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,14,70.71428571428571,69.0,74.49450549450549,80.0,49.0,42.0,53.0
2020-01-15,124,Unhealthy for Sensitive Groups,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,15,80.0,71.53333333333333,74.87912087912088,85.0,59.0,48.0,46.0
2020-01-16,91,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,16,86.0,72.76666666666667,75.0,124.0,49.0,54.0,38.0
2020-01-17,40,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,17,82.28571428571429,72.03333333333333,74.86813186813187,91.0,66.0,62.0,44.0
2020-01-18,62,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,18,79.71428571428571,71.56666666666666,74.81318681318682,40.0,80.0,76.0,57.0
2020-01-19,58,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,19,77.14285714285714,71.43333333333334,74.35164835164835,62.0,76.0,62.0,53.0
2020-01-20,69,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,20,75.57142857142857,71.3,74.32967032967034,58.0,80.0,73.0,45.0
2020-01-21,48,Good,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,21,70.28571428571429,70.93333333333334,73.9010989010989,69.0,85.0,59.0,40.0
2020-01-22,59,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,22,61.0,71.7,73.48351648351648,48.0,124.0,36.0,71.0
2020-01-23,59,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,23,56.42857142857143,71.7,73.07692307692308,59.0,91.0,59.0,63.0
2020-01-24,68,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,24,60.42857142857143,71.93333333333334,72.86813186813187,59.0,40.0,61.0,76.0
2020-01-25,99,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,25,65.71428571428571,73.8,73.03296703296704,68.0,62.0,43.0,62.0
2020-01-26,130,Unhealthy for Sensitive Groups,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,26,76.0,75.83333333333333,73.75824175824175,99.0,58.0,69.0,62.0
2020-01-27,81,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,27,77.71428571428571,76.36666666666666,73.81318681318682,130.0,69.0,65.0,81.0
2020-01-28,58,Moderate,NO2,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,28,79.14285714285714,75.56666666666666,73.8021978021978,81.0,48.0,82.0,106.0
2020-01-29,54,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,29,78.42857142857143,75.4,73.43956043956044,58.0,59.0,59.0,95.0
2020-01-30,59,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,30,78.42857142857143,74.76666666666667,73.37362637362638,54.0,59.0,78.0,72.0
2020-01-31,67,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,31,78.28571428571429,73.6,73.42857142857143,59.0,68.0,102.0,66.0
2020-02-01,59,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,1,72.57142857142857,73.16666666666667,73.06593406593407,67.0,99.0,72.0,40.0
2020-02-02,69,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,2,63.857142857142854,72.56666666666666,72.75824175824175,59.0,130.0,87.0,41.0
2020-02-03,54,Moderate,PM10,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,3,60.0,70.9,72.28571428571429,69.0,81.0,104.0,41.0
2020-02-04,49,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,4,58.714285714285715,69.1,72.01098901098901,54.0,58.0,103.0,42.0
2020-02-05,51,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,5,58.285714285714285,68.4,71.68131868131869,49.0,54.0,72.0,46.0
2020-02-06,62,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,6,58.714285714285715,68.83333333333333,71.03296703296704,51.0,59.0,49.0,52.0
2020-02-07,76,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,7,60.0,69.4,70.96703296703296,62.0,67.0,59.0,56.0
2020-02-08,83,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,8,63.42857142857143,70.53333333333333,71.15384615384616,76.0,59.0,49.0,59.0
2020-02-09,55,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,9,61.42857142857143,70.16666666666667,70.95604395604396,83.0,69.0,66.0,57.0
2020-02-10,44,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,10,60.0,68.96666666666667,70.4065934065934,55.0,54.0,80.0,42.0
2020-02-11,45,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,11,59.42857142857143,67.93333333333334,69.78021978021978,44.0,49.0,76.0,57.0
2020-02-12,52,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,12,59.57142857142857,67.0,69.24175824175825,45.0,51.0,80.0,54.0
2020-02-13,62,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,13,59.57142857142857,66.23333333333333,68.95604395604396,52.0,62.0,85.0,43.0
2020-02-14,66,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,14,58.142857142857146,64.3,68.84615384615384,62.0,76.0,124.0,44.0
2020-02-15,74,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,15,56.857142857142854,63.733333333333334,68.81318681318682,66.0,83.0,91.0,43.0
2020-02-16,77,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,16,60.0,64.96666666666667,68.91208791208791,74.0,55.0,40.0,42.0
2020-02-17,72,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,17,64.0,65.3,68.96703296703296,77.0,44.0,62.0,44.0
2020-02-18,75,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,18,68.28571428571429,65.86666666666666,68.97802197802197,72.0,45.0,58.0,44.0
2020-02-19,83,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,19,72.71428571428571,66.33333333333333,69.43956043956044,75.0,52.0,69.0,54.0
2020-02-20,78,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,20,75.0,67.33333333333333,69.78021978021978,83.0,62.0,48.0,50.0
2020-02-21,70,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,21,75.57142857142857,67.7,69.93406593406593,78.0,66.0,59.0,53.0
2020-02-22,41,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,22,70.85714285714286,67.1,69.54945054945055,70.0,74.0,59.0,55.0
2020-02-23,54,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,23,67.57142857142857,66.63333333333334,68.94505494505495,41.0,77.0,68.0,52.0
2020-02-24,62,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,24,66.14285714285714,65.4,68.49450549450549,54.0,72.0,99.0,63.0
2020-02-25,66,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,25,64.85714285714286,63.266666666666666,68.05494505494505,62.0,75.0,130.0,61.0
2020-02-26,52,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,26,60.42857142857143,62.3,67.91208791208791,66.0,83.0,81.0,66.0
2020-02-27,57,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,27,57.42857142857143,62.266666666666666,67.96703296703296,52.0,78.0,58.0,58.0
2020-02-28,74,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,28,58.0,62.93333333333333,68.05494505494505,57.0,70.0,54.0,57.0
2020-02-29,50,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,2,29,59.285714285714285,62.63333333333333,67.76923076923077,74.0,41.0,59.0,59.0
2020-03-01,46,Good,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,1,58.142857142857146,61.93333333333333,67.61538461538461,50.0,54.0,67.0,40.0
2020-03-02,44,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,2,55.57142857142857,61.43333333333333,67.36263736263736,46.0,62.0,59.0,38.0
2020-03-03,44,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,3,52.42857142857143,60.6,66.87912087912088,44.0,66.0,69.0,42.0
2020-03-04,59,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,4,53.42857142857143,60.766666666666666,66.9010989010989,44.0,52.0,54.0,59.0
2020-03-05,72,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,5,55.57142857142857,61.53333333333333,67.07692307692308,59.0,57.0,49.0,44.0
2020-03-06,67,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,6,54.57142857142857,62.06666666666667,67.10989010989012,72.0,74.0,51.0,43.0
2020-03-07,41,Good,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,7,53.285714285714285,61.36666666666667,66.98901098901099,67.0,50.0,62.0,46.0
2020-03-08,42,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,8,52.714285714285715,60.233333333333334,66.87912087912088,41.0,46.0,76.0,44.0
2020-03-09,45,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,9,52.857142857142854,58.96666666666667,66.0,42.0,44.0,83.0,51.0
2020-03-10,28,Good,Ozone,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,10,50.57142857142857,58.06666666666667,65.63736263736264,45.0,44.0,55.0,52.0
2020-03-11,41,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,11,48.0,57.96666666666667,65.31868131868131,28.0,59.0,44.0,49.0
2020-03-12,43,Good,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,12,43.857142857142854,57.9,64.9010989010989,41.0,72.0,45.0,54.0
2020-03-13,41,Good,NO2,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,13,40.142857142857146,57.53333333333333,64.2967032967033,43.0,67.0,52.0,50.0
2020-03-14,41,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,14,40.142857142857146,56.833333333333336,63.78021978021978,41.0,41.0,62.0,52.0
2020-03-15,43,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,15,40.285714285714285,56.06666666666667,63.79120879120879,41.0,42.0,66.0,71.0
2020-03-16,39,Good,NO2,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,16,39.42857142857143,54.9,63.69230769230769,43.0,45.0,74.0,77.0
2020-03-17,46,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,17,42.0,53.86666666666667,63.604395604395606,39.0,28.0,77.0,93.0
2020-03-18,48,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,18,43.0,53.06666666666667,63.45054945054945,46.0,41.0,72.0,61.0
2020-03-19,44,Good,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,19,43.142857142857146,52.03333333333333,63.0989010989011,48.0,43.0,75.0,49.0
2020-03-20,43,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,20,43.42857142857143,50.7,62.89010989010989,44.0,41.0,83.0,45.0
2020-03-21,47,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,21,44.285714285714285,49.666666666666664,62.604395604395606,43.0,41.0,78.0,50.0
2020-03-22,43,Good,Ozone,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,22,44.285714285714285,48.766666666666666,62.42857142857143,47.0,43.0,70.0,45.0
2020-03-23,45,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,23,45.142857142857146,48.9,62.527472527472526,43.0,39.0,41.0,64.0
2020-03-24,43,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,24,44.714285714285715,48.53333333333333,62.35164835164835,45.0,46.0,54.0,87.0
2020-03-25,44,Good,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,25,44.142857142857146,47.93333333333333,62.16483516483517,43.0,48.0,62.0,67.0
2020-03-26,45,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,26,44.285714285714285,47.233333333333334,62.18681318681319,44.0,44.0,66.0,54.0
2020-03-27,48,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,27,45.0,47.1,61.956043956043956,45.0,43.0,52.0,45.0
2020-03-28,51,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,28,45.57142857142857,46.9,61.8021978021978,48.0,47.0,57.0,51.0
2020-03-29,51,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,29,46.714285714285715,46.13333333333333,61.46153846153846,51.0,43.0,74.0,84.0
2020-03-30,54,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,30,48.0,46.266666666666666,61.40659340659341,51.0,45.0,50.0,108.0
2020-03-31,74,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,3,31,52.42857142857143,47.2,61.362637362637365,54.0,43.0,46.0,97.0
2020-04-01,67,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,1,55.714285714285715,47.96666666666667,60.97802197802198,74.0,44.0,44.0,51.0
2020-04-02,50,Good,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,2,56.42857142857143,48.166666666666664,60.73626373626374,67.0,45.0,44.0,40.0
2020-04-03,54,Moderate,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,3,57.285714285714285,48.0,60.37362637362637,50.0,48.0,59.0,40.0
2020-04-04,52,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,4,57.42857142857143,47.333333333333336,59.8021978021978,54.0,51.0,72.0,38.0
2020-04-05,37,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,5,55.42857142857143,46.333333333333336,59.07692307692308,52.0,51.0,67.0,51.0
2020-04-06,41,Good,Ozone,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,6,53.57142857142857,46.333333333333336,58.73626373626374,37.0,54.0,41.0,101.0
2020-04-07,40,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,7,48.714285714285715,46.266666666666666,58.637362637362635,41.0,74.0,42.0,115.0
2020-04-08,51,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,8,46.42857142857143,46.46666666666667,58.54945054945055,40.0,67.0,45.0,101.0
2020-04-09,35,Good,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,9,44.285714285714285,46.7,58.395604395604394,51.0,50.0,28.0,54.0
2020-04-10,42,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,10,42.57142857142857,46.733333333333334,58.13186813186813,35.0,54.0,41.0,58.0
2020-04-11,49,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,11,42.142857142857146,46.93333333333333,57.79120879120879,42.0,52.0,43.0,54.0
2020-04-12,41,Good,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,12,42.714285714285715,46.93333333333333,57.40659340659341,49.0,37.0,41.0,71.0
2020-04-13,38,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,13,42.285714285714285,46.833333333333336,56.94505494505494,41.0,41.0,41.0,90.0
2020-04-14,51,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,14,43.857142857142854,47.1,56.57142857142857,38.0,40.0,43.0,64.0
2020-04-15,74,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,15,47.142857142857146,48.266666666666666,56.02197802197802,51.0,51.0,39.0,46.0
2020-04-16,71,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,16,52.285714285714285,49.1,55.8021978021978,74.0,35.0,46.0,54.0
2020-04-17,43,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,17,52.42857142857143,48.93333333333333,55.83516483516483,71.0,42.0,48.0,97.0
2020-04-18,40,Good,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,18,51.142857142857146,48.8,55.59340659340659,43.0,49.0,44.0,100.0
2020-04-19,44,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,19,51.57142857142857,48.833333333333336,55.43956043956044,40.0,41.0,43.0,67.0
2020-04-20,43,Good,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,20,52.285714285714285,48.7,55.15384615384615,44.0,38.0,47.0,51.0
2020-04-21,48,Good,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,21,51.857142857142854,48.86666666666667,55.15384615384615,43.0,51.0,43.0,56.0
2020-04-22,100,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,22,55.57142857142857,50.7,55.604395604395606,48.0,74.0,45.0,69.0
2020-04-23,140,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,23,65.42857142857143,53.93333333333333,56.494505494505496,100.0,71.0,43.0,93.0
2020-04-24,156,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,24,81.57142857142857,57.666666666666664,57.46153846153846,140.0,43.0,44.0,97.0
2020-04-25,182,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,25,101.85714285714286,62.233333333333334,58.37362637362637,156.0,40.0,45.0,87.0
2020-04-26,166,Unhealthy,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,26,119.28571428571429,66.16666666666667,58.76923076923077,182.0,44.0,48.0,73.0
2020-04-27,108,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,27,128.57142857142858,68.06666666666666,59.065934065934066,166.0,43.0,51.0,66.0
2020-04-28,185,Unhealthy,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,28,148.14285714285714,72.53333333333333,60.46153846153846,108.0,48.0,51.0,49.0
2020-04-29,147,Unhealthy for Sensitive Groups,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,29,154.85714285714286,75.63333333333334,61.48351648351648,185.0,100.0,54.0,50.0
2020-04-30,143,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,4,30,155.28571428571428,77.93333333333334,62.40659340659341,147.0,140.0,74.0,54.0
2020-05-01,97,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,5,1,146.85714285714286,78.93333333333334,62.73626373626374,143.0,156.0,67.0,84.0
